Code,Party,FileType,Language,Filename,SubmissionDate,EncodedAbsUrl,OriginalFilename
GTM,Guatemala,INDC,Spanish,GTM_Guatemala_INDC_Spanish.pdf,2015-09-30 05:46:18,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Guatemala/1/Gobierno%20de%20Guatemala%20INDC-UNFCCC%20Sept%202015.pdf,Gobierno de Guatemala INDC-UNFCCC Sept 2015.pdf
GIN,Guinea,INDC,French,GIN_Guinea_INDC_French.pdf,2015-10-20 08:34:14,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Guinea/1/15%2009%2029%20INDC_Guinee_version%20finale%20CCNUCCSK.docx,15 09 29 INDC_Guinee_version finale CCNUCCSK.docx
GIN,Guinea,Translation,English,GIN_Guinea_INDC_Translation_English.pdf,2015-10-20 08:34:14,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Guinea/1/INDC_Guinea_english_version%20UNFCCC_20151016170448_232956.docx,INDC_Guinea_english_version UNFCCC_20151016170448_232956.docx
GNB,Guinea Bissau,INDC,English,GNB_Guinea-Bissau_INDC_English.pdf,2015-09-30 11:27:13,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Guinea%20Bissau/1/GUINEA-BISSAU_INDC_Version%20to%20the%20UNFCCC%20%28eng%29.pdf,GUINEA-BISSAU_INDC_Version to the UNFCCC (eng).pdf
GUY,Guyana,INDC,English,GUY_Guyana_INDC_English.pdf,2015-11-23 08:55:01,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Guyana/1/Guyana%27s%20revised%20iNDC%20-%20Final.pdf,Guyana's revised iNDC - Final.pdf
HTI,Haiti,INDC,French,HTI_Haiti_INDC_French.pdf,2015-09-30 06:03:42,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Haiti/1/CPDN_Republique%20d%27Haiti.pdf,CPDN_Republique d'Haiti.pdf
HND,Honduras,INDC,Spanish,HND_Honduras_INDC_Spanish.pdf,2015-10-01 13:42:34,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Honduras/1/Honduras%20INDC_esp.pdf,Honduras INDC_esp.pdf
ISL,Iceland,INDC,English,ISL_Iceland_INDC_English.pdf,2015-06-30 15:04:56,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Iceland/1/INDC-ICELAND.pdf,INDC-ICELAND.pdf
IND,India,INDC,English,IND_India_INDC_English.pdf,2015-10-01 20:44:36,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/India/1/INDIA%20INDC%20TO%20UNFCCC.pdf,INDIA INDC TO UNFCCC.pdf
IDN,Indonesia,INDC,English,IDN_Indonesia_INDC_English.pdf,2015-09-24 11:34:09,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Indonesia/1/INDC_REPUBLIC%20OF%20INDONESIA.pdf,INDC_REPUBLIC OF INDONESIA.pdf
IRN,Iran,INDC,English,IRN_Iran_INDC_English.pdf,2015-11-21 07:19:42,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Iran/1/INDC%20Iran%20Final%20Text.pdf,INDC Iran Final Text.pdf
IRQ,Iraq,INDC,Arabic,IRQ_Iraq_INDC_Arabic.pdf,2015-11-12 09:18:03,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Iraq/1/INDC-Iraq.pdf,INDC-Iraq.pdf
ISR,Israel,INDC,English,ISR_Israel_INDC_English.pdf,2015-09-30 05:44:50,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Israel/1/Israel%20INDC.pdf,Israel INDC.pdf
JAM,Jamaica,INDC,English,JAM_Jamaica_INDC_English.pdf,2015-11-27 13:05:56,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Jamaica/1/Jamaica%27s%20INDC_2015-11-25.pdf,Jamaica's INDC_2015-11-25.pdf
JPN,Japan,INDC,English,JPN_Japan_INDC_English.pdf,2015-07-17 23:22:45,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Japan/1/20150717_Japan%27s%20INDC.pdf,20150717_Japan's INDC.pdf
JOR,Jordan,INDC,English,JOR_Jordan_INDC_English.pdf,2015-09-30 11:29:11,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Jordan/1/Jordan%20INDCs%20Final.pdf,Jordan INDCs Final.pdf
KAZ,Kazakhstan,INDC,English,KAZ_Kazakhstan_INDC_English.pdf,2015-09-28 17:06:06,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Kazakhstan/1/INDC%20Kz_eng.pdf,INDC Kz_eng.pdf
KEN,Kenya,INDC,English,KEN_Kenya_INDC_English.pdf,2015-07-24 07:30:49,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Kenya/1/Kenya_INDC_20150723.pdf,Kenya_INDC_20150723.pdf
KIR,Kiribati,INDC,English,KIR_Kiribati_INDC_English.pdf,2015-09-26 06:58:11,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Kiribati/1/INDC_KIRIBATI.pdf,INDC_KIRIBATI.pdf
KWT,Kuwait,INDC,Arabic,KWT_Kuwait_INDC_Arabic.pdf,2015-11-25 08:52:36,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Kuwait/1/INDC_Kuwait_Nov2015.pdf,INDC_Kuwait_Nov2015.pdf
KWT,Kuwait,Translation,English,KWT_Kuwait_INDC_Translation_English.pdf,2015-11-25 08:52:36,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Kuwait/1/Kuwait_INDCs_English_Version.pdf,Kuwait_INDCs_English_Version.pdf
KGZ,Kyrgyzstan,Addendum,English,KGZ_Kyrgyzstan_INDC_Addendum_English.pdf,2015-09-29 14:19:12,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Kyrgyzstan/1/Verbal_note.pdf,Verbal_note.pdf
KGZ,Kyrgyzstan,INDC,English,KGZ_Kyrgyzstan_INDC_English.pdf,2015-09-29 14:19:12,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Kyrgyzstan/1/Kyrgyzstan%20INDC%20_ENG_%20final.pdf,Kyrgyzstan INDC _ENG_ final.pdf
KGZ,Kyrgyzstan,INDC,Russian,KGZ_Kyrgyzstan_INDC_Russian.pdf,2015-09-29 14:19:12,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Kyrgyzstan/1/Kyrgyzstan%20INDC_RUS_final.pdf,Kyrgyzstan INDC_RUS_final.pdf
LAO,Lao People's Democratic Republic,Addendum,English,LAO_Lao-People-s-Democratic-Republic_INDC_Addendum_English.pdf,2015-10-01 11:24:31,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Laos/1/Cover%20letter%20for%20submission%20of%20Lao%20PDR%20INDC.pdf,Cover letter for submission of Lao PDR INDC.pdf
LAO,Lao People's Democratic Republic,INDC,English,LAO_Lao-People-s-Democratic-Republic_INDC_English.pdf,2015-10-01 11:24:31,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Laos/1/Lao%20PDR%20INDC.pdf,Lao PDR INDC.pdf
LBN,Lebanon,INDC,English,LBN_Lebanon_INDC_English.pdf,2015-09-30 09:39:36,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Lebanon/1/Republic%20of%20Lebanon%20-%20INDC%20-%20September%202015.pdf,Republic of Lebanon - INDC - September 2015.pdf
LSO,Lesotho,INDC,English,LSO_Lesotho_INDC_English.pdf,2015-09-30 15:21:51,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Lesotho/1/Lesotho%27s%20INDC%20Report%20%20-%20September%202015.pdf,Lesotho's INDC Report - September 2015.pdf
LBR,Liberia,Addendum,English,LBR_Liberia_INDC_Addendum_English.pdf,2015-09-30 15:26:13,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Liberia/1/Liberia_INDC%20Submission.002.pdf,Liberia_INDC Submission.002.pdf
LBR,Liberia,INDC,English,LBR_Liberia_INDC_English.pdf,2015-09-30 15:26:13,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Liberia/1/INDC%20Final%20Submission%20Sept%2030%202015.002.pdf,INDC Final Submission Sept 30 2015.002.pdf
LIE,Liechtenstein,INDC,English,LIE_Liechtenstein_INDC_English.pdf,2015-04-23 10:11:36,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Liechtenstein/1/150422_INDC_FL.pdf,150422_INDC_FL.pdf
MDG,Madagascar,INDC,English,MDG_Madagascar_INDC_English.pdf,2015-09-24 10:48:12,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Madagascar/1/Madagascar%20INDC%20Eng.pdf,Madagascar INDC Eng.pdf
MDG,Madagascar,INDC,French,MDG_Madagascar_INDC_French.pdf,2015-09-24 10:48:12,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Madagascar/1/Madagascar%20INDC%281%29.pdf,Madagascar INDC(1).pdf
MWI,Malawi,INDC,English,MWI_Malawi_INDC_English.pdf,2015-10-08 13:59:55,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Malawi/1/MALAWI%20INDC%20SUBMITTED%20TO%20UNFCCC%20REV%20pdf.pdf,MALAWI INDC SUBMITTED TO UNFCCC REV pdf.pdf
MYS,Malaysia,INDC,English,MYS_Malaysia_INDC_English.pdf,2016-01-18 10:43:20,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Malaysia/1/INDC%20Malaysia%20Final%2027%20November%202015%20Revised%20Final%20UNFCCC.pdf,INDC Malaysia Final 27 November 2015 Revised Final UNFCCC.pdf
MDV,Maldives,INDC,English,MDV_Maldives_INDC_English.pdf,2015-09-28 15:42:58,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Maldives/1/Maldives%20INDC%20.pdf,Maldives INDC .pdf
MLI,Mali,INDC,French,MLI_Mali_INDC_French.pdf,2015-09-29 08:42:06,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Mali/1/CPDN_MALI_VFsegal.pdf,CPDN_MALI_VFsegal.pdf
MHL,Marshall Islands,INDC,English,MHL_Marshall-Islands_INDC_English.pdf,2015-07-21 08:13:20,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Marshall%20Islands/1/150721%20RMI%20INDC%20JULY%202015%20FINAL%20SUBMITTED.pdf,150721 RMI INDC JULY 2015 FINAL SUBMITTED.pdf
MRT,Mauritania,INDC,French,MRT_Mauritania_INDC_French.pdf,2015-09-30 11:27:27,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Mauritania/1/INDC%20MAURITANIA.pdf,INDC MAURITANIA.pdf
MUS,Mauritius,INDC,English,MUS_Mauritius_INDC_English.pdf,2015-09-28 11:31:37,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Mauritius/1/Final%20INDC%20for%20Mauritius%2028%20Sept%202015.pdf,Final INDC for Mauritius 28 Sept 2015.pdf
MEX,Mexico,INDC,English,MEX_Mexico_INDC_English.pdf,2015-03-30 20:46:22,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Mexico/1/MEXICO%20INDC%2003.30.2015.pdf,MEXICO INDC 03.30.2015.pdf
FSM,Micronesia,INDC,English,FSM_Micronesia_INDC_English.pdf,2015-11-24 08:28:09,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Micronesia/1/INDC%20Federated%20States%20of%20MICRONESIA.pdf,INDC Federated States of MICRONESIA.pdf
MCO,Monaco,INDC,French,MCO_Monaco_INDC_French.pdf,2015-08-04 09:42:46,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Monaco/1/Contribution%20nationale%20Monaco.pdf,Contribution nationale Monaco.pdf
MCO,Monaco,INDC,English,MCO_Monaco_INDC_English.pdf,2015-08-04 09:42:46,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Monaco/1/Monaco_INDC.pdf,Monaco_INDC.pdf
MNG,Mongolia,INDC,English,MNG_Mongolia_INDC_English.pdf,2015-09-24 12:06:59,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Mongolia/1/150924_INDCs%20of%20Mongolia.pdf,150924_INDCs of Mongolia.pdf
MNE,Montenegro,INDC,English,MNE_Montenegro_INDC_English.pdf,2015-09-23 11:41:48,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Montenegro/1/INDCSubmission_%20Montenegro.docx,INDCSubmission_ Montenegro.docx
MAR,Morocco,INDC,English,MAR_Morocco_INDC_English.pdf,2015-06-05 19:41:45,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Morocco/1/Morocco%20INDC%20submitted%20to%20UNFCCC%20-%205%20june%202015.pdf,Morocco INDC submitted to UNFCCC - 5 june 2015.pdf
MAR,Morocco,INDC,French,MAR_Morocco_INDC_French.pdf,2015-06-05 19:41:45,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Morocco/1/Maroc%20CPDN%20soumise%20a%CC%80%20la%20CCNUCC%20-%205%20juin%202015.pdf,Maroc CPDN soumise à la CCNUCC - 5 juin 2015.pdf
MOZ,Mozambique,INDC,English,MOZ_Mozambique_INDC_English.pdf,2015-10-01 21:14:20,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Mozambique/1/MOZ_INDC_Final_Version.pdf,MOZ_INDC_Final_Version.pdf
MMR,Myanmar,INDC,English,MMR_Myanmar_INDC_English.pdf,2015-09-28 13:12:49,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Myanmar/1/Myanmar%27s%20INDC.pdf,Myanmar's INDC.pdf
NAM,Namibia,INDC,English,NAM_Namibia_INDC_English.pdf,2015-09-29 16:37:03,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Namibia/1/INDC%20of%20Namibia%20Final%20pdf.pdf,INDC of Namibia Final pdf.pdf
NRU,Nauru,INDC,English,NRU_Nauru_INDC_English.pdf,2015-11-17 08:38:10,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Nauru/1/Nauru%20INDC%20Submission_Final.pdf,Nauru INDC Submission_Final.pdf
NPL,Nepal Nepal,INDC,English,NPL_Nepal-Nepal_INDC_English.pdf,2016-02-11 13:21:18,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Nepal/1/Nepal_INDC_08Feb_2016.pdf,Nepal_INDC_08Feb_2016.pdf
NZL,New Zealand,Addendum,English,NZL_New-Zealand_INDC_Addendum_English.pdf,2015-11-25 09:07:43,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/New%20Zealand/1/NZ%20INDC%20Addendum%2025%2011%202015.pdf,NZ INDC Addendum 25 11 2015.pdf
NZL,New Zealand,INDC,English,NZL_New-Zealand_INDC_English.pdf,2015-11-25 09:07:43,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/New%20Zealand/1/New%20Zealand%20INDC%202015.pdf,New Zealand INDC 2015.pdf
NER,Niger,INDC,French,NER_Niger_INDC_French.pdf,2015-10-20 16:59:10,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Niger/1/Niger-INDC-versionfinale%20.pdf,Niger-INDC-versionfinale .pdf
NER,Niger,INDC,English,NER_Niger_INDC_English.pdf,2015-10-20 16:59:10,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Niger/1/Niger-INDC-final_Eng_20151020162516_65260.pdf,Niger-INDC-final_Eng_20151020162516_65260.pdf
NGA,Nigeria,Addendum,English,NGA_Nigeria_INDC_Addendum_English.pdf,2015-11-28 12:24:55,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Nigeria/1/Executive%20Summary_Nigerian%20INDC_271115.pdf,Executive Summary_Nigerian INDC_271115.pdf
NGA,Nigeria,INDC,English,NGA_Nigeria_INDC_English.pdf,2015-11-28 12:24:55,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Nigeria/1/Approved%20Nigeria%27s%20INDC_271115.pdf,Approved Nigeria's INDC_271115.pdf
NIU,Niue,INDC,English,NIU_Niue_INDC_English.pdf,2015-11-25 10:08:32,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Niue/1/Niue%20INDC%20Final.pdf,Niue INDC Final.pdf
NOR,Norway,INDC,English,NOR_Norway_INDC_English.pdf,2015-03-27 01:33:17,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Norway/1/Norway%20INDC%2026MAR2015.pdf,Norway INDC 26MAR2015.pdf
OMN,Oman,INDC,English,OMN_Oman_INDC_English.pdf,2015-10-19 13:53:44,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Oman/1/OMAN%20INDCs.pdf,OMAN INDCs.pdf
PAK,Pakistan,INDC,English,PAK_Pakistan_INDC_English.pdf,2016-11-06 15:38:06,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Pakistan/1/Pak-INDC.pdf,Pak-INDC.pdf
PLW,Palau,INDC,English,PLW_Palau_INDC_English.pdf,2015-11-28 14:29:28,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Palau/1/Palau_INDC.Final%20Copy.pdf,Palau_INDC.Final Copy.pdf
PAN,Panama,Addendum,Spanish,PAN_Panama_INDC_Addendum_Spanish.pdf,2016-04-19 08:29:05,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Panama/1/Panama_NDC%20letter.pdf,Panama_NDC letter.pdf
PAN,Panama,INDC,Spanish,PAN_Panama_INDC_Spanish.pdf,2016-04-19 08:29:05,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Panama/1/Panama_NDC.pdf,Panama_NDC.pdf
PNG,Papua New Guinea,INDC,English,PNG_Papua-New-Guinea_INDC_English.pdf,2015-09-30 16:31:44,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Papua%20New%20Guinea/1/PNG_INDC%20to%20the%20UNFCCC.pdf,PNG_INDC to the UNFCCC.pdf
PRY,Paraguay,INDC,Spanish,PRY_Paraguay_INDC_Spanish.pdf,2015-10-01 19:18:14,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Paraguay/1/Documento%20INDC%20Paraguay%2001-10-15.pdf,Documento INDC Paraguay 01-10-15.pdf
PER,Peru,INDC,Spanish,PER_Peru_INDC_Spanish.pdf,2015-09-28 20:22:46,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Peru/1/iNDC%20Per%C3%BA%20castellano.pdf,iNDC Perú castellano.pdf
PER,Peru,INDC,English,PER_Peru_INDC_English.pdf,2015-09-28 20:22:46,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Peru/1/iNDC%20Per%C3%BA%20english.pdf,iNDC Perú english.pdf
PHL,Philippines,Addendum,English,PHL_Philippines_INDC_Addendum_English.pdf,2015-10-01 11:01:32,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Philippines/1/Transmittal%20letter%20to%20UNFCCC_PHL%20INDC%20Submission.pdf,Transmittal letter to UNFCCC_PHL INDC Submission.pdf
PHL,Philippines,INDC,English,PHL_Philippines_INDC_English.pdf,2015-10-01 11:01:32,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Philippines/1/Philippines%20-%20Final%20INDC%20submission.pdf,Philippines - Final INDC submission.pdf
QAT,Qatar,INDC,English,QAT_Qatar_INDC_English.pdf,2015-11-20 11:19:23,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Qatar/1/Qatar%20INDCs%20Report%20-English.pdf,Qatar INDCs Report -English.pdf
QAT,Qatar,INDC,Arabic,QAT_Qatar_INDC_Arabic.pdf,2015-11-20 11:19:23,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Qatar/1/Qatar%20INDCs%20Report%20-%20Arabic.pdf,Qatar INDCs Report - Arabic.pdf
KOR,Republic of Korea,INDC,English,KOR_Republic-of-Korea_INDC_English.pdf,2015-06-30 17:01:39,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Republic%20of%20Korea/1/INDC%20Submission%20by%20the%20Republic%20of%20Korea%20on%20June%2030.pdf,INDC Submission by the Republic of Korea on June 30.pdf
MDA,Republic of Moldova,INDC,English,MDA_Republic-of-Moldova_INDC_English.pdf,2015-09-25 20:45:50,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Republic%20of%20Moldova/1/INDC_Republic_of_Moldova_25.09.2015.pdf,INDC_Republic_of_Moldova_25.09.2015.pdf
RUS,Russia,INDC,Russian,RUS_Russia_INDC_Russian.pdf,2015-04-01 16:47:07,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Russia/1/Russian%20Submission%20INDC_rus.doc,Russian Submission INDC_rus.doc
RUS,Russia,INDC,English,RUS_Russia_INDC_English.pdf,2015-04-01 16:47:07,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Russia/1/Russian%20Submission%20INDC_eng_rev1.doc,Russian Submission INDC_eng_rev1.doc
RWA,Rwanda,Addendum,English,RWA_Rwanda_INDC_Addendum_English.pdf,2015-12-02 18:38:58,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Rwanda/1/Rwanda%20INDC_UNFCCC%20letter_pdf.pdf,Rwanda INDC_UNFCCC letter_pdf.pdf
RWA,Rwanda,INDC,English,RWA_Rwanda_INDC_English.pdf,2015-12-02 18:38:58,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Rwanda/1/INDC_Rwanda_Nov.2015.pdf,INDC_Rwanda_Nov.2015.pdf
KNA,Saint Kitts and Nevis,INDC,English,KNA_Saint-Kitts-and-Nevis_INDC_English.pdf,2015-12-12 16:21:13,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Saint%20Kitts%20and%20Nevis/1/St.%20Kitts%20and%20Nevis%20INDC.pdf,St. Kitts and Nevis INDC.pdf
LCA,Saint Lucia,INDC,English,LCA_Saint-Lucia_INDC_English.pdf,2015-11-18 14:09:25,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Saint%20Lucia/1/Saint%20Lucia%27s%20INDC%2018th%20November%202015.pdf,Saint Lucia's INDC 18th November 2015.pdf
VCT,Saint Vincent and Grenadines,INDC,English,VCT_Saint-Vincent-and-Grenadines_INDC_English.pdf,2015-11-18 13:02:27,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Saint%20Vincent%20and%20Grenadines/1/SVG_INDC_Final.pdf,SVG_INDC_Final.pdf
WSM,Samoa,INDC,English,WSM_Samoa_INDC_English.pdf,2015-11-23 12:10:41,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Samoa/1/Samoa%20INDC_Submission%20to%20UNFCCC.pdf,Samoa INDC_Submission to UNFCCC.pdf
SMR,San Marino,INDC,English,SMR_San-Marino_INDC_English.pdf,2015-09-30 18:11:56,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/San%20Marino/1/SAN%20MARINO%20INDC%20EN.pdf,SAN MARINO INDC EN.pdf
STP,Sao Tome and Principe,INDC,English,STP_Sao-Tome-and-Principe_INDC_English.pdf,2015-09-30 05:52:50,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Sao%20Tome%20and%20Principe/1/Short_STP_INDC%20_Ingles_30.09.pdf,Short_STP_INDC _Ingles_30.09.pdf
SAU,Saudi Arabia,INDC,English,SAU_Saudi-Arabia_INDC_English.pdf,2015-11-10 08:06:05,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Saudi%20Arabia/1/KSA-INDCs%20English.pdf,KSA-INDCs English.pdf
SAU,Saudi Arabia,INDC,Arabic,SAU_Saudi-Arabia_INDC_Arabic.pdf,2015-11-10 08:06:05,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Saudi%20Arabia/1/KSA-INDCs%20Arabic.pdf,KSA-INDCs Arabic.pdf
SEN,Senegal,INDC,French,SEN_Senegal_INDC_French.pdf,2015-09-26 15:22:49,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Senegal/1/CPDN%20-%20S%C3%A9n%C3%A9gal.pdf,CPDN - Sénégal.pdf
SRB,Serbia,Addendum,English,SRB_Serbia_INDC_Addendum_English.pdf,2015-06-30 09:12:31,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Serbia/1/Cover_letter_Serbia.docx,Cover_letter_Serbia.docx
SRB,Serbia,INDC,English,SRB_Serbia_INDC_English.pdf,2015-06-30 09:12:31,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Serbia/1/Republic_of_Serbia.pdf,Republic_of_Serbia.pdf
SYC,Seychelles,INDC,English,SYC_Seychelles_INDC_English.pdf,2015-09-25 09:32:04,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Seychelles/1/INDC%20of%20Seychelles.pdf,INDC of Seychelles.pdf
SLE,Sierra Leone,Addendum,English,SLE_Sierra-Leone_INDC_Addendum_English.pdf,2015-10-01 14:02:40,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Sierra%20Leone/1/Sierra%20Leone%20INDC%20Submission%20to%20UNFCCC%20Secretariat%20%2001102015.doc,Sierra Leone INDC Submission to UNFCCC Secretariat 01102015.doc
SLE,Sierra Leone,INDC,English,SLE_Sierra-Leone_INDC_English.pdf,2015-10-01 14:02:40,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Sierra%20Leone/1/-%20SIERRA%20LEONE%20INDC.docx,- SIERRA LEONE INDC.docx
SGP,Singapore,INDC,English,SGP_Singapore_INDC_English.pdf,2015-07-03 09:21:15,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Singapore/1/Singapore%20INDC.pdf,Singapore INDC.pdf
SLB,Solomon Islands,INDC,English,SLB_Solomon-Islands_INDC_English.pdf,2015-09-30 11:32:09,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Solomon%20Islands/1/SOLOMON%20ISLANDS%20INDC.pdf,SOLOMON ISLANDS INDC.pdf
SOM,Somalia,INDC,English,SOM_Somalia_INDC_English.pdf,2015-11-17 12:12:09,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Somalia/1/Somalia%27s%20INDCs.pdf,Somalia's INDCs.pdf
ZAF,South Africa,INDC,English,ZAF_South-Africa_INDC_English.pdf,2015-09-25 20:12:21,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/South%20Africa/1/South%20Africa.pdf,South Africa.pdf
SSD,South Sudan,INDC,English,SSD_South-Sudan_INDC_English.pdf,2015-11-23 12:02:53,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/South%20Sudan/1/South%20Sudan%20Intended%20Nationally%20Determined%20%20%20%20Contribution.pdf,South Sudan Intended Nationally Determined Contribution.pdf
LKA,Sri Lanka,INDC,English,LKA_Sri-Lanka_INDC_English.pdf,2016-04-25 08:32:50,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Sri%20Lanka/1/Resubmission%20of%20INDCs%20for%20Sri%20Lanka.xps,Resubmission of INDCs for Sri Lanka.xps
SDN,Sudan,INDC,English,SDN_Sudan_INDC_English.pdf,2015-11-10 10:08:15,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Sudan/1/28Oct15-Sudan%20INDC.pdf,28Oct15-Sudan INDC.pdf
SUR,Suriname,INDC,English,SUR_Suriname_INDC_English.pdf,2015-10-28 08:05:44,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Suriname/1/INDC-2-Suriname%20300915.pdf,INDC-2-Suriname 300915.pdf
SWZ,Swaziland,INDC,English,SWZ_Swaziland_INDC_English.pdf,2015-09-29 16:52:18,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Swaziland/1/Swaziland%27s%20INDC.pdf,Swaziland's INDC.pdf
CHE,Switzerland,INDC,English,CHE_Switzerland_INDC_English.pdf,2015-02-27 12:15:57,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Switzerland/1/15%2002%2027_INDC%20Contribution%20of%20Switzerland.pdf,15 02 27_INDC Contribution of Switzerland.pdf
TJK,Tajikistan,INDC,Russian,TJK_Tajikistan_INDC_Russian.pdf,2015-09-30 15:24:02,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Tajikistan/1/INDC-TJK%20final%20RUS%2021%20%D1%81%D0%B5%D0%BD%D1%82.pdf,INDC-TJK final RUS 21 сент.pdf
